epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,354.63,1.35148,2.0942,1.39963,0.78559,0.62833,0.69423,0.38328,1.49941,1.57985,1.45982,0.00332749,0.00332749,0.00332749
2,1288.43,1.20136,1.08412,1.23735,0.63916,0.51392,0.57724,0.31193,1.76854,1.61943,1.61689,0.00645475,0.00645475,0.00645475
3,2416.97,1.25438,0.9831,1.27382,0.70682,0.60276,0.65784,0.40322,1.62399,1.4399,1.51762,0.00937576,0.00937576,0.00937576
4,3572.5,1.13865,0.79545,1.19808,0.73982,0.62918,0.69399,0.40448,1.7235,1.3566,1.58412,0.00907188,0.00907188,0.00907188
5,4750.2,1.04724,0.68519,1.14359,0.78658,0.60838,0.70672,0.42447,1.72459,1.27634,1.571,0.0087625,0.0087625,0.0087625
6,5923.75,0.98819,0.62255,1.10823,0.6835,0.55609,0.60818,0.32205,1.98197,1.50959,1.83334,0.00845313,0.00845313,0.00845313
7,7101.41,0.93037,0.57204,1.07963,0.80794,0.6542,0.7366,0.44035,1.67177,1.27974,1.56144,0.00814375,0.00814375,0.00814375
8,8251.86,0.8956,0.53814,1.05789,0.77815,0.60745,0.69317,0.40616,1.79068,1.27325,1.62125,0.00783438,0.00783438,0.00783438
9,9412.03,0.85996,0.50697,1.03731,0.70928,0.55271,0.6071,0.35618,1.80613,1.55283,1.62949,0.007525,0.007525,0.007525
10,10531.6,0.82411,0.47966,1.0209,0.73965,0.52797,0.603,0.31899,1.97862,1.58497,1.79246,0.00721562,0.00721562,0.00721562
11,11010.9,0.80069,0.45992,1.00843,0.76896,0.59713,0.67926,0.40463,1.75254,1.33101,1.6249,0.00690625,0.00690625,0.00690625
12,11348.2,0.77407,0.4399,0.99579,0.7829,0.66854,0.74138,0.43622,1.74091,1.19654,1.62761,0.00659688,0.00659688,0.00659688
13,11773.8,0.74719,0.42389,0.98345,0.76062,0.6379,0.70796,0.43101,1.6868,1.3361,1.5933,0.0062875,0.0062875,0.0062875
14,12944.6,0.72962,0.41,0.97517,0.82107,0.60753,0.6935,0.43588,1.71046,1.48188,1.61044,0.00597812,0.00597812,0.00597812
15,14199.2,0.70685,0.39538,0.96506,0.80138,0.59437,0.68562,0.42442,1.72528,1.41142,1.58818,0.00566875,0.00566875,0.00566875
16,15501.8,0.68537,0.38065,0.95697,0.78446,0.64661,0.73056,0.44959,1.66851,1.32042,1.58565,0.00535937,0.00535937,0.00535937
17,16788.5,0.67516,0.37394,0.95185,0.78116,0.62384,0.71177,0.43923,1.71073,1.38957,1.58406,0.00505,0.00505,0.00505
18,18065.5,0.6575,0.36157,0.94429,0.74894,0.67754,0.7301,0.45105,1.68954,1.30976,1.55137,0.00474063,0.00474063,0.00474063
19,19356.6,0.6435,0.35467,0.93835,0.81701,0.63902,0.7201,0.44312,1.71585,1.36722,1.57575,0.00443125,0.00443125,0.00443125
20,20642.4,0.62365,0.33974,0.93127,0.77194,0.61456,0.70039,0.42582,1.76946,1.34021,1.62399,0.00412187,0.00412187,0.00412187
21,21736.3,0.60703,0.33203,0.92533,0.81276,0.63509,0.72145,0.43584,1.76723,1.37,1.61099,0.0038125,0.0038125,0.0038125
22,22258.4,0.59634,0.32554,0.92073,0.81461,0.62468,0.71965,0.44254,1.74286,1.41632,1.61829,0.00350313,0.00350313,0.00350313
23,22591.6,0.50295,0.24891,0.85594,0.79269,0.64999,0.72868,0.43568,1.77441,1.306,1.6597,0.00319375,0.00319375,0.00319375
24,22916.9,0.47396,0.23592,0.84463,0.79313,0.61822,0.72255,0.42699,1.79755,1.34562,1.65539,0.00288438,0.00288438,0.00288438
25,23242.7,0.45137,0.22701,0.83756,0.78938,0.64905,0.72946,0.44058,1.78064,1.35358,1.66508,0.002575,0.002575,0.002575
26,23567.5,0.43146,0.21854,0.83273,0.77658,0.64886,0.72889,0.4583,1.75435,1.34781,1.65572,0.00226562,0.00226562,0.00226562
27,23894.6,0.41128,0.20781,0.82487,0.76125,0.64914,0.71946,0.44392,1.8014,1.40011,1.67907,0.00195625,0.00195625,0.00195625
28,24220,0.39166,0.20012,0.81864,0.75402,0.64979,0.72425,0.44991,1.79895,1.40976,1.6834,0.00164688,0.00164688,0.00164688
29,24545.1,0.37352,0.1914,0.81325,0.76955,0.67876,0.74185,0.46069,1.77091,1.31031,1.67151,0.0013375,0.0013375,0.0013375
30,24870.5,0.3566,0.18281,0.80762,0.77125,0.67202,0.7404,0.45999,1.77294,1.33618,1.6799,0.00102812,0.00102812,0.00102812
31,25195,0.33757,0.17423,0.80441,0.77997,0.6458,0.73353,0.45823,1.78579,1.36899,1.68415,0.00071875,0.00071875,0.00071875
32,25521.1,0.32304,0.16766,0.79696,0.74883,0.65673,0.72917,0.45771,1.79131,1.38015,1.7038,0.000409375,0.000409375,0.000409375
