epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,305.277,1.3486,2.13715,1.40431,0.68154,0.62663,0.65712,0.33784,1.69262,1.7064,1.55067,0.00332463,0.00332463,0.00332463
2,605.13,1.1533,1.05767,1.20567,0.60948,0.54831,0.56412,0.26693,1.8816,1.74294,1.76681,0.00645198,0.00645198,0.00645198
3,903.457,1.19347,0.93064,1.2286,0.34114,0.35416,0.27848,0.13708,2.19789,2.62658,2.19072,0.00937309,0.00937309,0.00937309
4,1201.9,1.17683,0.86051,1.22016,0.71294,0.54772,0.59964,0.31012,1.90381,1.48638,1.7413,0.00907188,0.00907188,0.00907188
5,1502.87,1.06735,0.71888,1.15431,0.70628,0.55125,0.61303,0.34703,1.78247,1.61216,1.58599,0.0087625,0.0087625,0.0087625
6,1810.9,0.99848,0.64394,1.11484,0.65067,0.53598,0.57747,0.30556,1.97908,1.4078,1.76091,0.00845313,0.00845313,0.00845313
7,2122,0.93959,0.58001,1.07948,0.68887,0.56636,0.63269,0.32933,1.85199,1.48433,1.64703,0.00814375,0.00814375,0.00814375
8,2433.98,0.90139,0.54714,1.06264,0.68531,0.54831,0.58258,0.29108,1.97021,1.59597,1.72313,0.00783438,0.00783438,0.00783438
9,2744.65,0.85384,0.5034,1.03189,0.76107,0.69413,0.75004,0.40289,1.71255,1.13868,1.54356,0.007525,0.007525,0.007525
10,3056.64,0.82639,0.47961,1.01624,0.71859,0.58032,0.64295,0.33829,1.92013,1.37712,1.72067,0.00721562,0.00721562,0.00721562
11,3369.31,0.79257,0.45843,1.00197,0.74229,0.69486,0.72482,0.38909,1.80939,1.11821,1.63859,0.00690625,0.00690625,0.00690625
12,3679.62,0.76508,0.43569,0.98987,0.69557,0.62584,0.65258,0.33799,1.93262,1.29064,1.70077,0.00659688,0.00659688,0.00659688
13,3992.11,0.74332,0.42437,0.97822,0.63759,0.58333,0.61389,0.32293,1.92896,1.44372,1.7139,0.0062875,0.0062875,0.0062875
14,4303.45,0.71527,0.40145,0.96588,0.70168,0.59407,0.64764,0.35774,1.88959,1.22303,1.66462,0.00597812,0.00597812,0.00597812
15,4613.08,0.70007,0.39015,0.95879,0.69128,0.59973,0.63196,0.32178,1.97391,1.31354,1.73439,0.00566875,0.00566875,0.00566875
16,4922.75,0.67817,0.37683,0.95178,0.63993,0.59031,0.62393,0.32882,1.91566,1.4169,1.71636,0.00535937,0.00535937,0.00535937
17,5238.41,0.65863,0.36591,0.94195,0.66656,0.58006,0.6076,0.31551,1.93934,1.38918,1.71427,0.00505,0.00505,0.00505
18,5548.81,0.63895,0.35368,0.93632,0.70621,0.61276,0.66008,0.35017,1.94332,1.27739,1.7499,0.00474063,0.00474063,0.00474063
19,5861.4,0.62315,0.34205,0.92879,0.67763,0.60176,0.64728,0.33883,1.91381,1.391,1.74407,0.00443125,0.00443125,0.00443125
20,6170.98,0.60744,0.33453,0.92247,0.68598,0.6091,0.66316,0.34334,1.95418,1.32093,1.74199,0.00412187,0.00412187,0.00412187
21,6476.79,0.59274,0.32347,0.91748,0.74166,0.62644,0.69798,0.36627,1.88015,1.21029,1.69662,0.0038125,0.0038125,0.0038125
22,6782.17,0.57616,0.31284,0.91016,0.70735,0.64464,0.68713,0.3668,1.91526,1.24708,1.72676,0.00350313,0.00350313,0.00350313
23,7086.81,0.49202,0.24455,0.85072,0.72173,0.64669,0.69752,0.36872,1.91422,1.24225,1.69033,0.00319375,0.00319375,0.00319375
24,7390.12,0.4617,0.23126,0.83921,0.71758,0.64844,0.67972,0.35979,1.93591,1.24183,1.71759,0.00288438,0.00288438,0.00288438
25,7692.61,0.43704,0.21967,0.83039,0.7494,0.63965,0.69267,0.36513,1.95687,1.20996,1.76493,0.002575,0.002575,0.002575
26,7995.82,0.41694,0.21071,0.82386,0.74894,0.63642,0.70176,0.38036,1.93214,1.20919,1.76194,0.00226562,0.00226562,0.00226562
27,8300.2,0.39732,0.20153,0.81785,0.71483,0.63554,0.68781,0.36833,1.96136,1.28532,1.80207,0.00195625,0.00195625,0.00195625
28,8602.37,0.37812,0.19432,0.81032,0.71996,0.65727,0.69815,0.38136,1.94107,1.21942,1.77563,0.00164688,0.00164688,0.00164688
29,8907.12,0.35805,0.18567,0.80456,0.71248,0.6511,0.69477,0.37651,1.95698,1.24977,1.79756,0.0013375,0.0013375,0.0013375
30,9210.55,0.34059,0.17686,0.8026,0.72685,0.64846,0.69177,0.37558,1.95176,1.25266,1.78999,0.00102812,0.00102812,0.00102812
31,9512.8,0.3251,0.16858,0.79694,0.70823,0.64581,0.68664,0.37198,1.95946,1.26028,1.81252,0.00071875,0.00071875,0.00071875
32,9815.23,0.30647,0.1603,0.79311,0.72135,0.63994,0.6883,0.37495,1.96452,1.2541,1.82963,0.000409375,0.000409375,0.000409375
