epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,316.026,1.33292,2.15121,1.39656,0.69697,0.58857,0.66468,0.37371,1.53675,1.60554,1.43912,0.00332476,0.00332476,0.00332476
2,643.936,1.15859,1.05735,1.19931,0.59709,0.54055,0.53232,0.27309,1.73598,1.7161,1.66532,0.00645211,0.00645211,0.00645211
3,971.35,1.17938,0.91584,1.21585,0.52781,0.4901,0.48318,0.2018,2.20834,1.87677,2.09813,0.00937321,0.00937321,0.00937321
4,1298.33,1.17026,0.85074,1.21633,0.66972,0.54241,0.61468,0.29436,1.81888,1.56419,1.69589,0.00907188,0.00907188,0.00907188
5,1625.05,1.07195,0.71667,1.15485,0.76441,0.68163,0.75758,0.40389,1.76435,1.12693,1.6737,0.0087625,0.0087625,0.0087625
6,1951.42,0.98938,0.62639,1.10747,0.78329,0.6734,0.73996,0.40158,1.71052,1.21138,1.67574,0.00845313,0.00845313,0.00845313
7,2277.87,0.936,0.57575,1.07892,0.71759,0.63674,0.67485,0.34498,1.81561,1.21512,1.73642,0.00814375,0.00814375,0.00814375
8,2604.42,0.89267,0.53338,1.05115,0.74987,0.67741,0.7064,0.38767,1.76081,1.14115,1.64276,0.00783438,0.00783438,0.00783438
9,2931.92,0.84899,0.50368,1.03141,0.76475,0.60232,0.6718,0.34672,1.9157,1.23636,1.81391,0.007525,0.007525,0.007525
10,3257.61,0.8214,0.47665,1.01567,0.79195,0.6966,0.73629,0.40167,1.82423,1.09026,1.76783,0.00721562,0.00721562,0.00721562
11,3581.83,0.78958,0.45292,1.00385,0.72567,0.64235,0.68749,0.34971,1.85752,1.21331,1.77504,0.00690625,0.00690625,0.00690625
12,3905.67,0.76192,0.43179,0.9889,0.78029,0.63109,0.70263,0.40476,1.75646,1.209,1.64492,0.00659688,0.00659688,0.00659688
13,4233.6,0.74509,0.41881,0.98112,0.78399,0.6951,0.74824,0.40204,1.79132,1.13168,1.71352,0.0062875,0.0062875,0.0062875
14,4560.03,0.71533,0.40009,0.96823,0.76645,0.69098,0.7374,0.3712,1.89807,1.13335,1.83512,0.00597812,0.00597812,0.00597812
15,4887.26,0.6985,0.38919,0.96525,0.80434,0.6633,0.74872,0.38399,1.8478,1.15592,1.80448,0.00566875,0.00566875,0.00566875
16,5214.3,0.68007,0.37798,0.95539,0.76921,0.62967,0.69152,0.33409,2.00753,1.23439,1.92362,0.00535937,0.00535937,0.00535937
17,5540.19,0.66062,0.36575,0.94575,0.78743,0.66629,0.74544,0.40862,1.78209,1.1029,1.72028,0.00505,0.00505,0.00505
18,5873.21,0.6429,0.35551,0.94049,0.78411,0.65357,0.71962,0.37137,1.91422,1.21531,1.82475,0.00474063,0.00474063,0.00474063
19,6200.38,0.62525,0.34299,0.93205,0.80362,0.67972,0.74354,0.38639,1.82654,1.2043,1.76611,0.00443125,0.00443125,0.00443125
20,6528.6,0.61044,0.3331,0.92763,0.79219,0.68312,0.74826,0.41553,1.80279,1.09392,1.76847,0.00412187,0.00412187,0.00412187
21,6854.4,0.58977,0.32333,0.92077,0.80718,0.6835,0.74942,0.40592,1.79315,1.09834,1.75851,0.0038125,0.0038125,0.0038125
22,7179.81,0.57393,0.31268,0.91368,0.78874,0.71455,0.76213,0.42398,1.75346,1.04397,1.73432,0.00350313,0.00350313,0.00350313
23,7511.9,0.48842,0.24411,0.85323,0.7974,0.72054,0.76364,0.42363,1.76243,1.02499,1.71617,0.00319375,0.00319375,0.00319375
24,7837.27,0.46172,0.23229,0.84294,0.79942,0.72316,0.76755,0.42457,1.79681,1.06418,1.75438,0.00288438,0.00288438,0.00288438
25,8165.46,0.43677,0.22107,0.83472,0.82619,0.7138,0.77781,0.42224,1.80546,1.07536,1.7717,0.002575,0.002575,0.002575
26,8493.47,0.41671,0.213,0.82786,0.78761,0.70199,0.7542,0.41444,1.81978,1.13269,1.80323,0.00226562,0.00226562,0.00226562
27,8819.88,0.39964,0.20435,0.82288,0.81019,0.70857,0.76491,0.42168,1.81344,1.1125,1.79308,0.00195625,0.00195625,0.00195625
28,9148.32,0.37931,0.19479,0.8173,0.8038,0.7153,0.76663,0.42153,1.81834,1.08882,1.81182,0.00164688,0.00164688,0.00164688
29,9478.16,0.35987,0.18542,0.80914,0.80479,0.7037,0.75683,0.41194,1.85151,1.10568,1.83962,0.0013375,0.0013375,0.0013375
30,9804.13,0.34148,0.17906,0.80443,0.82058,0.71942,0.77104,0.41537,1.84553,1.07715,1.84767,0.00102812,0.00102812,0.00102812
31,10129.5,0.32463,0.17085,0.79983,0.83214,0.71642,0.77513,0.41883,1.83161,1.08246,1.8554,0.00071875,0.00071875,0.00071875
32,10460.2,0.30921,0.16254,0.79601,0.81868,0.72127,0.77446,0.41888,1.83573,1.08714,1.86259,0.000409375,0.000409375,0.000409375
