epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
47,397.717,0.92028,0.60145,1.11699,0.88238,0.83636,0.88883,0.46823,1.5101,0.87592,1.5719,0.000576875,0.000576875,0.000576875
48,406.186,0.87014,0.56638,1.04287,0.81631,0.80799,0.84292,0.46895,1.54628,0.89428,1.57002,0.000545937,0.000545937,0.000545937
49,414.628,0.87481,0.57495,1.04919,0.84775,0.86052,0.89177,0.48022,1.49349,0.82367,1.55229,0.000515,0.000515,0.000515
50,423.833,0.86194,0.58402,1.04332,0.82711,0.83636,0.88383,0.48715,1.49398,0.85547,1.54769,0.000484063,0.000484063,0.000484063
51,432.271,0.81715,0.55683,1.02265,0.86576,0.82086,0.85904,0.48158,1.47787,0.82493,1.56771,0.000453125,0.000453125,0.000453125
52,440.993,0.81749,0.55676,1.03402,0.83855,0.80909,0.862,0.47778,1.47355,0.84406,1.54314,0.000422187,0.000422187,0.000422187
53,449.39,0.82483,0.53872,1.02452,0.79569,0.83636,0.85251,0.46814,1.49847,0.91635,1.53329,0.00039125,0.00039125,0.00039125
54,457.835,0.81801,0.55477,1.04145,0.83171,0.85366,0.87675,0.49411,1.49768,0.87423,1.53396,0.000360313,0.000360313,0.000360313
55,468.778,0.74113,0.46965,0.97354,0.81212,0.79091,0.8373,0.47359,1.49305,1.04359,1.49963,0.000329375,0.000329375,0.000329375
56,477.159,0.68894,0.44016,0.97833,0.78696,0.83636,0.84646,0.4783,1.5063,0.84667,1.54305,0.000298438,0.000298438,0.000298438
57,485.588,0.65494,0.3953,0.93712,0.8277,0.82978,0.85212,0.47094,1.4949,0.88531,1.55635,0.0002675,0.0002675,0.0002675
58,494.009,0.69728,0.44179,0.94136,0.79262,0.80909,0.83453,0.48221,1.44434,0.84222,1.50725,0.000236562,0.000236562,0.000236562
59,502.52,0.61628,0.37155,0.9029,0.82231,0.79936,0.81595,0.46088,1.47078,0.85969,1.54675,0.000205625,0.000205625,0.000205625
60,510.94,0.6318,0.36971,0.90694,0.84499,0.8425,0.87428,0.4697,1.49907,0.80634,1.57794,0.000174688,0.000174688,0.000174688
61,519.531,0.59263,0.34895,0.8949,0.85907,0.83127,0.87266,0.47013,1.54531,0.87372,1.62043,0.00014375,0.00014375,0.00014375
62,527.925,0.58402,0.35209,0.88979,0.83772,0.84474,0.86035,0.47635,1.50663,0.83293,1.59643,0.000112812,0.000112812,0.000112812
63,536.329,0.63208,0.37114,0.93531,0.86022,0.86364,0.86729,0.4809,1.48756,0.83679,1.58544,8.1875e-05,8.1875e-05,8.1875e-05
64,544.796,0.60641,0.37525,0.93821,0.83601,0.86364,0.86602,0.4814,1.50061,0.8105,1.59219,5.09375e-05,5.09375e-05,5.09375e-05
