epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
16,129.721,1.31995,1.12573,1.32722,0.53101,0.3964,0.4061,0.19866,1.94814,2.18188,1.89754,0.00153594,0.00153594,0.00153594
17,137.954,1.26644,1.09739,1.30683,0.37951,0.41441,0.33379,0.15799,1.97215,2.31945,1.85291,0.001505,0.001505,0.001505
18,146.194,1.19287,0.96227,1.24657,0.27274,0.32432,0.19535,0.07729,2.10245,3.41378,1.93217,0.00147406,0.00147406,0.00147406
19,154.416,1.25573,1.0024,1.28805,0.44728,0.5045,0.41624,0.20432,1.91126,2.14405,1.91265,0.00144312,0.00144312,0.00144312
20,162.697,1.25583,1.07682,1.28872,0.61765,0.53848,0.5622,0.30217,1.73542,1.58146,1.79916,0.00141219,0.00141219,0.00141219
21,171.038,1.23141,0.97769,1.32708,0.53752,0.52252,0.49483,0.29156,1.68766,1.96861,1.71616,0.00138125,0.00138125,0.00138125
22,179.367,1.17481,0.93338,1.23409,0.67309,0.47748,0.55515,0.27342,1.82149,1.73573,1.71426,0.00135031,0.00135031,0.00135031
23,187.712,1.18605,0.92464,1.26327,0.6164,0.56757,0.55254,0.30865,1.66495,1.46643,1.65354,0.00131938,0.00131938,0.00131938
24,196.068,1.15026,0.90486,1.24418,0.75673,0.56757,0.61,0.33747,1.71956,1.42006,1.67685,0.00128844,0.00128844,0.00128844
25,204.463,1.08853,0.84749,1.19051,0.73372,0.59459,0.67845,0.34362,1.66935,1.39683,1.64346,0.0012575,0.0012575,0.0012575
26,212.949,1.17156,0.86934,1.22587,0.593,0.58559,0.5383,0.30823,1.73216,1.49059,1.73814,0.00122656,0.00122656,0.00122656
27,221.388,1.12987,0.90198,1.20267,0.64223,0.58559,0.58283,0.29742,1.67206,1.60921,1.73456,0.00119562,0.00119562,0.00119562
28,229.828,1.08896,0.82251,1.18333,0.64099,0.62735,0.6031,0.33177,1.62156,1.34479,1.63177,0.00116469,0.00116469,0.00116469
29,238.345,1.09732,0.77265,1.18616,0.54584,0.54054,0.46426,0.24693,1.72936,1.77126,1.77298,0.00113375,0.00113375,0.00113375
30,246.75,1.02463,0.76075,1.15458,0.62761,0.59459,0.56835,0.30976,1.71159,1.60194,1.68449,0.00110281,0.00110281,0.00110281
31,255.176,1.025,0.71701,1.12856,0.6957,0.61792,0.64712,0.33932,1.73648,1.44251,1.69685,0.00107187,0.00107187,0.00107187
32,263.647,1.06966,0.76912,1.16204,0.70091,0.65452,0.64552,0.36275,1.66477,1.27905,1.70071,0.00104094,0.00104094,0.00104094
33,272.126,1.00258,0.71673,1.13106,0.72964,0.65766,0.65284,0.34957,1.65829,1.17027,1.68154,0.00101,0.00101,0.00101
34,280.599,1.0905,0.72891,1.21089,0.67521,0.66667,0.68633,0.39324,1.63698,1.15846,1.65102,0.000979063,0.000979063,0.000979063
35,289.098,1.01189,0.76033,1.1476,0.70818,0.63405,0.65301,0.37406,1.64983,1.21916,1.63649,0.000948125,0.000948125,0.000948125
36,297.592,0.95478,0.65254,1.10506,0.75371,0.72072,0.70506,0.36919,1.63624,1.16185,1.68226,0.000917188,0.000917188,0.000917188
37,306.081,1.0091,0.69996,1.12054,0.61948,0.47748,0.43708,0.19527,1.96154,1.83908,1.88394,0.00088625,0.00088625,0.00088625
38,314.488,1.03248,0.7068,1.1601,0.61904,0.47748,0.45524,0.24149,1.87729,1.78877,1.78921,0.000855313,0.000855313,0.000855313
39,322.938,0.9219,0.61557,1.08007,0.78658,0.65766,0.68592,0.3917,1.62554,1.05842,1.68289,0.000824375,0.000824375,0.000824375
40,331.423,0.91154,0.62556,1.08896,0.66523,0.66667,0.64321,0.35811,1.60441,1.31579,1.65347,0.000793437,0.000793437,0.000793437
41,340.17,0.94926,0.62675,1.12812,0.7394,0.61348,0.68511,0.3476,1.72645,1.25999,1.71816,0.0007625,0.0007625,0.0007625
42,348.533,0.90005,0.59593,1.06837,0.76097,0.7027,0.73391,0.39165,1.60891,1.14919,1.58553,0.000731563,0.000731563,0.000731563
43,357.066,0.89029,0.59342,1.06742,0.65555,0.8018,0.73935,0.42855,1.51052,1.10623,1.56109,0.000700625,0.000700625,0.000700625
44,365.569,0.91106,0.62977,1.08369,0.77066,0.64865,0.68584,0.35335,1.66841,1.13269,1.72059,0.000669688,0.000669688,0.000669688
45,374.045,0.91946,0.59237,1.08531,0.7178,0.69369,0.71109,0.3843,1.68525,1.1731,1.69056,0.00063875,0.00063875,0.00063875
46,382.51,0.84482,0.54599,1.0402,0.72905,0.68468,0.69237,0.36572,1.65739,1.16175,1.66166,0.000607812,0.000607812,0.000607812
47,391.01,0.83044,0.54705,1.03469,0.71608,0.68468,0.67259,0.34056,1.7451,1.17277,1.69889,0.000576875,0.000576875,0.000576875
48,399.469,0.88011,0.59441,1.05193,0.79146,0.59459,0.66297,0.37209,1.65397,1.12924,1.68184,0.000545937,0.000545937,0.000545937
49,408.358,0.81997,0.52211,1.04632,0.78349,0.66667,0.66355,0.35958,1.58502,1.1731,1.62321,0.000515,0.000515,0.000515
50,416.755,0.80854,0.5265,1.02526,0.71692,0.69369,0.70675,0.40908,1.6265,1.0487,1.67325,0.000484063,0.000484063,0.000484063
51,425.222,0.87645,0.57588,1.05114,0.76035,0.71459,0.69718,0.39888,1.58239,1.156,1.6491,0.000453125,0.000453125,0.000453125
52,433.644,0.7829,0.50949,1.0193,0.70158,0.76249,0.69969,0.3842,1.65432,1.11944,1.70246,0.000422187,0.000422187,0.000422187
53,442.172,0.82594,0.54788,1.03164,0.70968,0.76577,0.72928,0.40612,1.64474,1.06771,1.70147,0.00039125,0.00039125,0.00039125
54,450.652,0.83664,0.56303,1.04799,0.78677,0.65766,0.69845,0.39853,1.60548,1.06235,1.65027,0.000360313,0.000360313,0.000360313
55,461.487,0.75334,0.48991,0.98347,0.69297,0.71171,0.69538,0.3843,1.64432,1.1139,1.6577,0.000329375,0.000329375,0.000329375
56,469.821,0.67921,0.423,0.94623,0.77071,0.75704,0.73359,0.37285,1.7016,1.06806,1.68346,0.000298438,0.000298438,0.000298438
57,478.155,0.65562,0.37338,0.93184,0.79976,0.75563,0.76099,0.42623,1.5709,1.00589,1.59517,0.0002675,0.0002675,0.0002675
58,486.587,0.67074,0.38281,0.92924,0.79198,0.75461,0.72878,0.41096,1.64303,1.0062,1.68772,0.000236562,0.000236562,0.000236562
59,495.012,0.73706,0.42814,1.00553,0.78247,0.74534,0.73013,0.4073,1.68297,0.98094,1.73369,0.000205625,0.000205625,0.000205625
60,503.404,0.70357,0.37047,0.98646,0.76841,0.74732,0.73796,0.40988,1.71385,0.97323,1.73412,0.000174688,0.000174688,0.000174688
61,511.852,0.68173,0.42694,0.96245,0.79459,0.73874,0.7599,0.42598,1.64711,0.99146,1.6565,0.00014375,0.00014375,0.00014375
62,520.374,0.58863,0.3438,0.91279,0.79932,0.68468,0.74329,0.40654,1.67007,1.00815,1.69373,0.000112812,0.000112812,0.000112812
63,528.759,0.56048,0.33306,0.89331,0.80483,0.71171,0.74736,0.40775,1.65524,1.00619,1.68662,8.1875e-05,8.1875e-05,8.1875e-05
64,537.142,0.59795,0.37441,0.91017,0.74913,0.76577,0.75265,0.42089,1.60543,0.97463,1.64435,5.09375e-05,5.09375e-05,5.09375e-05
