epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
41,448.12,0.93019,0.65063,1.08736,0.80225,0.81919,0.85927,0.51468,1.40305,0.8179,1.4193,0.0007625,0.0007625,0.0007625
42,456.58,0.90537,0.62737,1.07405,0.89082,0.78458,0.88111,0.54776,1.38767,0.73929,1.43582,0.000731563,0.000731563,0.000731563
43,464.98,0.91117,0.64435,1.0888,0.89883,0.85424,0.9143,0.52979,1.39738,0.69628,1.43426,0.000700625,0.000700625,0.000700625
44,473.745,0.86402,0.57744,1.04952,0.81762,0.74038,0.84345,0.48594,1.52357,0.8486,1.49619,0.000669688,0.000669688,0.000669688
45,482.13,0.86157,0.58273,1.04977,0.91233,0.73077,0.8378,0.47211,1.56913,0.92217,1.50789,0.00063875,0.00063875,0.00063875
46,490.548,0.89045,0.60519,1.06444,0.86189,0.88462,0.90987,0.50762,1.48002,0.73129,1.46631,0.000607812,0.000607812,0.000607812
47,499.067,0.84296,0.56919,1.03602,0.86999,0.83647,0.88348,0.52394,1.5052,0.78911,1.44449,0.000576875,0.000576875,0.000576875
48,507.486,0.83127,0.5805,1.03549,0.932,0.78846,0.90945,0.55934,1.39706,0.70023,1.39402,0.000545937,0.000545937,0.000545937
49,515.949,0.81375,0.52928,1.02234,0.88979,0.77629,0.87192,0.52958,1.41762,0.81352,1.4058,0.000515,0.000515,0.000515
50,524.713,0.81249,0.55855,1.01799,0.90549,0.77885,0.88828,0.54854,1.37939,0.75971,1.39816,0.000484063,0.000484063,0.000484063
51,533.041,0.80065,0.55135,1.01476,0.85832,0.81552,0.8692,0.50474,1.4651,0.78412,1.42142,0.000453125,0.000453125,0.000453125
52,541.488,0.77553,0.52056,1.00051,0.91001,0.80769,0.88025,0.53261,1.41651,0.76637,1.40535,0.000422187,0.000422187,0.000422187
53,549.896,0.75768,0.52766,0.99856,0.88406,0.7332,0.85322,0.50997,1.44916,0.83573,1.47374,0.00039125,0.00039125,0.00039125
54,558.324,0.77875,0.52854,1.00918,0.9187,0.76056,0.87529,0.52728,1.44384,0.76307,1.44334,0.000360313,0.000360313,0.000360313
55,569.144,0.75514,0.49567,0.98066,0.835,0.77885,0.83258,0.50278,1.49844,0.92164,1.48934,0.000329375,0.000329375,0.000329375
56,577.437,0.70618,0.42488,0.9517,0.88141,0.81731,0.8996,0.54581,1.42358,0.74513,1.43169,0.000298438,0.000298438,0.000298438
57,585.732,0.62801,0.38838,0.91975,0.92582,0.75962,0.8774,0.56131,1.36814,0.74791,1.40025,0.0002675,0.0002675,0.0002675
58,594.33,0.6439,0.39694,0.92195,0.86865,0.76311,0.85684,0.51277,1.45895,0.81887,1.44855,0.000236562,0.000236562,0.000236562
59,602.672,0.64697,0.40547,0.9319,0.908,0.75924,0.87136,0.53286,1.45594,0.74845,1.46114,0.000205625,0.000205625,0.000205625
60,611.019,0.5678,0.35733,0.88791,0.83918,0.85298,0.87236,0.55378,1.36806,0.72281,1.42106,0.000174688,0.000174688,0.000174688
61,619.371,0.57459,0.35983,0.90259,0.84581,0.83654,0.87825,0.54753,1.40733,0.73703,1.43003,0.00014375,0.00014375,0.00014375
62,627.717,0.57202,0.35224,0.88934,0.86541,0.83654,0.88268,0.55163,1.42218,0.71471,1.42936,0.000112812,0.000112812,0.000112812
63,636.126,0.55492,0.34663,0.88532,0.85991,0.82628,0.87778,0.54185,1.45046,0.74094,1.45745,8.1875e-05,8.1875e-05,8.1875e-05
64,644.558,0.55833,0.33788,0.87904,0.83826,0.84718,0.89634,0.53881,1.4417,0.74517,1.4416,5.09375e-05,5.09375e-05,5.09375e-05
