epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
41,291.585,1.04322,0.82942,1.15768,0.76291,0.71667,0.72095,0.38639,1.60183,1.16113,1.5515,0.0007625,0.0007625,0.0007625
42,296.189,1.04538,0.78743,1.15343,0.77904,0.775,0.75744,0.42586,1.58747,1.1522,1.52826,0.000731563,0.000731563,0.000731563
43,300.79,1.03236,0.76677,1.13657,0.78122,0.73333,0.78056,0.38825,1.5932,1.14088,1.5976,0.000700625,0.000700625,0.000700625
44,305.422,1.03574,0.77112,1.15088,0.80308,0.78167,0.79932,0.43348,1.55161,1.03094,1.53579,0.000669688,0.000669688,0.000669688
45,310.078,1.00048,0.7693,1.1425,0.81933,0.64244,0.69319,0.36157,1.72947,1.21255,1.61316,0.00063875,0.00063875,0.00063875
46,314.74,0.98508,0.72684,1.11691,0.83246,0.75833,0.76298,0.43434,1.49274,1.06633,1.49922,0.000607812,0.000607812,0.000607812
47,319.328,1.06161,0.77751,1.16722,0.83461,0.74167,0.75893,0.45051,1.42772,1.04885,1.44352,0.000576875,0.000576875,0.000576875
48,324.001,0.98038,0.718,1.10976,0.7504,0.70151,0.71716,0.39416,1.54388,1.13929,1.49856,0.000545937,0.000545937,0.000545937
49,328.66,0.94066,0.69128,1.09383,0.81441,0.81667,0.78082,0.45381,1.42551,1.02363,1.42169,0.000515,0.000515,0.000515
50,333.36,0.93082,0.68503,1.0928,0.77127,0.73062,0.76557,0.44401,1.51904,1.03669,1.49736,0.000484063,0.000484063,0.000484063
51,337.983,0.92033,0.66637,1.07869,0.77445,0.71536,0.71349,0.41231,1.50202,1.13818,1.48038,0.000453125,0.000453125,0.000453125
52,342.652,0.91627,0.67202,1.08153,0.83779,0.73171,0.76313,0.45621,1.47956,1.01965,1.49955,0.000422187,0.000422187,0.000422187
53,347.348,0.92478,0.68368,1.08812,0.79914,0.74167,0.73878,0.42823,1.51486,1.05722,1.51161,0.00039125,0.00039125,0.00039125
54,351.986,0.91076,0.64089,1.06591,0.76329,0.7,0.71644,0.38292,1.65452,1.13185,1.60007,0.000360313,0.000360313,0.000360313
55,359.379,0.89762,0.6777,1.08276,0.79205,0.66654,0.72861,0.40883,1.57907,1.15218,1.52083,0.000329375,0.000329375,0.000329375
56,364.071,0.8174,0.56792,1.01181,0.78272,0.68333,0.71253,0.39261,1.59915,1.2164,1.51915,0.000298438,0.000298438,0.000298438
57,368.633,0.79635,0.54158,1.01747,0.80104,0.725,0.76356,0.41375,1.57336,1.13295,1.54457,0.0002675,0.0002675,0.0002675
58,373.148,0.77671,0.52968,0.99738,0.86306,0.71667,0.7968,0.42214,1.65095,1.06171,1.59684,0.000236562,0.000236562,0.000236562
59,377.777,0.78433,0.51447,0.99674,0.82436,0.75,0.77346,0.43545,1.55994,1.03464,1.53366,0.000205625,0.000205625,0.000205625
60,382.314,0.7586,0.50478,0.97376,0.85994,0.71667,0.80548,0.46605,1.51821,0.97367,1.53148,0.000174688,0.000174688,0.000174688
61,386.894,0.73558,0.49194,0.97357,0.87464,0.75584,0.79605,0.44352,1.55433,1.01665,1.54535,0.00014375,0.00014375,0.00014375
62,391.565,0.73488,0.48476,0.96861,0.855,0.78333,0.79265,0.45326,1.5038,0.97231,1.50897,0.000112812,0.000112812,0.000112812
63,396.139,0.73739,0.4833,0.97606,0.83403,0.79567,0.79001,0.45124,1.50594,0.95705,1.52163,8.1875e-05,8.1875e-05,8.1875e-05
64,400.766,0.69513,0.45729,0.95539,0.85608,0.775,0.79214,0.45594,1.51588,0.94033,1.52303,5.09375e-05,5.09375e-05,5.09375e-05
