epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,334.733,1.34655,2.07456,1.38638,0.61239,0.56222,0.55836,0.28351,1.61774,1.71777,1.53412,0.00332778,0.00332778,0.00332778
2,665.675,1.18908,1.05722,1.22642,0.53053,0.3389,0.32226,0.16321,2.0367,2.2136,1.82418,0.00645503,0.00645503,0.00645503
3,993.51,1.23502,0.96004,1.25584,0.72116,0.61746,0.66598,0.37426,1.75105,1.31478,1.67283,0.00937604,0.00937604,0.00937604
4,1314,1.12869,0.78322,1.1898,0.69023,0.54006,0.58492,0.31552,1.84156,1.52476,1.7035,0.00907188,0.00907188,0.00907188
5,1631.95,1.03924,0.6773,1.13531,0.6907,0.59666,0.64854,0.39101,1.7411,1.39515,1.64299,0.0087625,0.0087625,0.0087625
6,1952.74,0.98054,0.61139,1.10239,0.78723,0.68121,0.73976,0.43769,1.63328,1.18619,1.5577,0.00845313,0.00845313,0.00845313
7,2271.44,0.92865,0.56334,1.07265,0.77812,0.55643,0.64147,0.36794,1.82405,1.38056,1.70567,0.00814375,0.00814375,0.00814375
8,2589.6,0.89715,0.53032,1.0552,0.70051,0.62522,0.65724,0.35797,1.88302,1.30027,1.80796,0.00783438,0.00783438,0.00783438
9,2908.32,0.85061,0.49515,1.03003,0.74763,0.69492,0.7338,0.42513,1.70074,1.0753,1.6095,0.007525,0.007525,0.007525
10,3229.11,0.82278,0.47287,1.01668,0.71668,0.6345,0.69109,0.3773,1.86665,1.28212,1.7233,0.00721562,0.00721562,0.00721562
11,3548.23,0.79654,0.45308,1.00469,0.7761,0.68394,0.74279,0.42743,1.61605,1.16752,1.58999,0.00690625,0.00690625,0.00690625
12,3867.07,0.77301,0.43577,0.99384,0.72969,0.62403,0.68289,0.40149,1.71627,1.24738,1.61859,0.00659688,0.00659688,0.00659688
13,4188.27,0.75258,0.42215,0.98379,0.76049,0.53263,0.60937,0.35134,1.98858,1.50391,1.8515,0.0062875,0.0062875,0.0062875
14,4506.76,0.72728,0.40456,0.97156,0.74872,0.66348,0.69642,0.40749,1.74861,1.30114,1.67694,0.00597812,0.00597812,0.00597812
15,4825.72,0.71167,0.39361,0.96394,0.77227,0.65564,0.73604,0.43785,1.65681,1.23366,1.62335,0.00566875,0.00566875,0.00566875
16,5145.31,0.69005,0.38133,0.95782,0.73886,0.59598,0.67595,0.40565,1.75511,1.33213,1.66037,0.00535937,0.00535937,0.00535937
17,5463.29,0.67549,0.36969,0.95016,0.74313,0.68599,0.73637,0.43224,1.71304,1.18432,1.67055,0.00505,0.00505,0.00505
18,5779.7,0.65765,0.35755,0.94289,0.7765,0.64439,0.71029,0.42042,1.73902,1.3236,1.67352,0.00474063,0.00474063,0.00474063
19,6096.5,0.63857,0.34503,0.93647,0.74789,0.63316,0.68857,0.41528,1.73744,1.39626,1.70409,0.00443125,0.00443125,0.00443125
20,6413.71,0.62803,0.3405,0.93123,0.7765,0.63019,0.68978,0.41197,1.77298,1.30918,1.72552,0.00412187,0.00412187,0.00412187
21,6730.72,0.60815,0.32834,0.92456,0.81318,0.64712,0.73084,0.43019,1.75827,1.27445,1.70506,0.0038125,0.0038125,0.0038125
22,7046.99,0.59654,0.32059,0.91904,0.76859,0.62734,0.69829,0.41676,1.775,1.33369,1.74391,0.00350313,0.00350313,0.00350313
23,7362.82,0.50888,0.24936,0.85593,0.75641,0.6253,0.71428,0.43061,1.7423,1.35468,1.71787,0.00319375,0.00319375,0.00319375
24,7676.29,0.47997,0.23841,0.84521,0.78588,0.66689,0.74254,0.44897,1.69568,1.28515,1.68092,0.00288438,0.00288438,0.00288438
25,7991.59,0.45613,0.22687,0.83867,0.79239,0.67678,0.75032,0.45073,1.70928,1.26386,1.72384,0.002575,0.002575,0.002575
26,8310.01,0.43573,0.21769,0.83065,0.8072,0.66517,0.75837,0.45219,1.71717,1.23883,1.7286,0.00226562,0.00226562,0.00226562
27,8624.61,0.41421,0.20842,0.82323,0.75741,0.65803,0.7302,0.44725,1.76335,1.36011,1.74472,0.00195625,0.00195625,0.00195625
28,8940.85,0.3968,0.20062,0.8192,0.77752,0.67917,0.75345,0.4537,1.73776,1.24034,1.74252,0.00164688,0.00164688,0.00164688
29,9256.51,0.37742,0.19161,0.81157,0.76678,0.68155,0.75049,0.45208,1.7373,1.3117,1.74238,0.0013375,0.0013375,0.0013375
30,9572.4,0.35709,0.18318,0.80636,0.76195,0.66655,0.74441,0.44777,1.75082,1.33073,1.77334,0.00102812,0.00102812,0.00102812
31,9887.42,0.34186,0.17564,0.80306,0.76233,0.66485,0.74197,0.44685,1.77418,1.30997,1.80128,0.00071875,0.00071875,0.00071875
32,10203,0.32611,0.16722,0.79979,0.7795,0.65667,0.743,0.44816,1.76597,1.32555,1.80981,0.000409375,0.000409375,0.000409375
