epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,333.907,1.34076,2.09252,1.38814,0.71557,0.61039,0.65358,0.36399,1.56452,1.71781,1.62577,0.00332782,0.00332782,0.00332782
2,670.67,1.1847,1.05551,1.21933,0.7441,0.62647,0.69035,0.38266,1.61628,1.44535,1.64323,0.00645508,0.00645508,0.00645508
3,1012.05,1.24083,0.97117,1.25238,0.69962,0.65493,0.67738,0.36649,1.75502,1.40471,1.7546,0.00937608,0.00937608,0.00937608
4,1342.2,1.12236,0.79097,1.1859,0.73905,0.65137,0.73097,0.41777,1.70366,1.25026,1.69182,0.00907188,0.00907188,0.00907188
5,1672.52,1.03944,0.6853,1.13205,0.76076,0.65422,0.73634,0.38298,1.85356,1.28024,1.74773,0.0087625,0.0087625,0.0087625
6,2002.08,0.98009,0.61554,1.09944,0.72772,0.66489,0.72242,0.35888,1.91382,1.21328,1.86437,0.00845313,0.00845313,0.00845313
7,2333.23,0.92741,0.56482,1.06947,0.75146,0.65671,0.72736,0.41419,1.7823,1.19293,1.73002,0.00814375,0.00814375,0.00814375
8,2664.16,0.88212,0.52855,1.04663,0.75873,0.68054,0.72635,0.35973,1.97406,1.20314,1.974,0.00783438,0.00783438,0.00783438
9,2994.47,0.84475,0.49549,1.02898,0.7801,0.6449,0.73178,0.41116,1.79612,1.20055,1.77099,0.007525,0.007525,0.007525
10,3325.92,0.81731,0.4698,1.01412,0.80277,0.63274,0.69146,0.36007,1.93949,1.19438,1.92916,0.00721562,0.00721562,0.00721562
11,3657.5,0.78986,0.44924,1.00086,0.75962,0.61493,0.71177,0.40005,1.81667,1.30036,1.76285,0.00690625,0.00690625,0.00690625
12,3986.36,0.76753,0.43326,0.98974,0.78964,0.72512,0.7896,0.44941,1.71801,1.09248,1.68207,0.00659688,0.00659688,0.00659688
13,4317.64,0.74453,0.41666,0.97779,0.77683,0.64888,0.73737,0.41564,1.79553,1.2373,1.77471,0.0062875,0.0062875,0.0062875
14,4647.31,0.71863,0.40112,0.96722,0.79624,0.68811,0.75473,0.42452,1.77855,1.17163,1.77512,0.00597812,0.00597812,0.00597812
15,4978.05,0.70077,0.38849,0.96017,0.70634,0.64263,0.68606,0.37681,1.88927,1.32599,1.85422,0.00566875,0.00566875,0.00566875
16,5306.89,0.68007,0.37556,0.95196,0.71465,0.66466,0.71139,0.40456,1.89652,1.23279,1.87589,0.00535937,0.00535937,0.00535937
17,5635.94,0.662,0.36438,0.94531,0.77428,0.62931,0.71037,0.40557,1.85399,1.28417,1.85228,0.00505,0.00505,0.00505
18,5967.26,0.64481,0.35392,0.94,0.74207,0.64995,0.71536,0.40022,1.852,1.20828,1.83138,0.00474063,0.00474063,0.00474063
19,6296.1,0.63286,0.34463,0.93437,0.74169,0.59765,0.6786,0.37877,1.91538,1.20651,1.8792,0.00443125,0.00443125,0.00443125
20,6624.69,0.61538,0.33491,0.92758,0.79394,0.62091,0.71636,0.40813,1.84425,1.24685,1.82403,0.00412187,0.00412187,0.00412187
21,6954.26,0.60159,0.32747,0.92357,0.77812,0.6471,0.73467,0.40249,1.90321,1.27382,1.87041,0.0038125,0.0038125,0.0038125
22,7285.21,0.58875,0.31866,0.91666,0.76732,0.63938,0.72626,0.41629,1.83791,1.21713,1.82478,0.00350313,0.00350313,0.00350313
23,7614.69,0.49949,0.24415,0.85353,0.74796,0.66404,0.74373,0.42717,1.79004,1.20162,1.79435,0.00319375,0.00319375,0.00319375
24,7944.25,0.46673,0.23143,0.84332,0.78956,0.64959,0.74791,0.42109,1.85348,1.24231,1.8044,0.00288438,0.00288438,0.00288438
25,8276.34,0.44748,0.223,0.83469,0.78245,0.69477,0.76619,0.44379,1.81202,1.204,1.79683,0.002575,0.002575,0.002575
26,8605.05,0.42369,0.21237,0.82571,0.80325,0.6994,0.78499,0.45948,1.78372,1.15047,1.78901,0.00226562,0.00226562,0.00226562
27,8934.59,0.40443,0.20485,0.81823,0.75649,0.70366,0.76744,0.44682,1.82791,1.21552,1.82882,0.00195625,0.00195625,0.00195625
28,9263.07,0.38593,0.19647,0.8146,0.78135,0.69121,0.76433,0.44373,1.83163,1.21842,1.82577,0.00164688,0.00164688,0.00164688
29,9590.64,0.36711,0.1882,0.81054,0.78244,0.69345,0.76501,0.44255,1.84474,1.24202,1.85046,0.0013375,0.0013375,0.0013375
30,9920.73,0.35007,0.18006,0.80507,0.78757,0.69548,0.76764,0.44396,1.8545,1.206,1.87398,0.00102812,0.00102812,0.00102812
31,10234.9,0.33424,0.17265,0.80125,0.78513,0.69413,0.7662,0.44452,1.85357,1.1999,1.88185,0.00071875,0.00071875,0.00071875
32,10547.1,0.31529,0.16328,0.79671,0.79314,0.69726,0.77069,0.44666,1.84732,1.21477,1.87225,0.000409375,0.000409375,0.000409375
