epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,4.53864,2.01793,3.72873,2.00715,0.00349,0.73729,0.0044,0.00149,2.34439,4.00389,2.46276,8e-05,8e-05,8e-05
2,8.85382,1.91015,3.63011,1.95201,0.00357,0.75424,0.00477,0.00177,2.30726,3.94656,2.38226,0.000177216,0.000177216,0.000177216
3,13.2139,1.67969,3.34705,1.69311,0.00454,0.95763,0.33168,0.13818,1.64331,3.31297,1.46623,0.000271338,0.000271338,0.000271338
4,17.7181,1.47274,2.66175,1.41986,0.00462,0.97458,0.34658,0.1288,1.73446,3.31132,1.49738,0.000362366,0.000362366,0.000362366
5,22.2391,1.45723,2.24542,1.42073,0.00446,0.94068,0.07064,0.03025,2.13062,3.68466,1.96524,0.0004503,0.0004503,0.0004503
6,26.706,1.51255,2.09551,1.40667,0.73691,0.11864,0.19498,0.09876,1.81515,3.55866,1.78069,0.000535141,0.000535141,0.000535141
7,31.1636,1.44477,2.04635,1.3985,0.00434,0.91525,0.18217,0.09358,1.86546,3.60025,1.88308,0.000616888,0.000616888,0.000616888
8,35.6405,1.38967,1.86601,1.35966,1,0.02658,0.2541,0.14033,1.91818,3.52028,1.89677,0.000695541,0.000695541,0.000695541
9,40.1148,1.38436,1.86721,1.38088,0.88697,0.05932,0.13112,0.07551,1.7834,3.56913,1.82013,0.0007711,0.0007711,0.0007711
10,44.5831,1.39091,1.73833,1.36966,1,0.04819,0.20202,0.06591,1.90846,3.62324,2.04633,0.000843566,0.000843566,0.000843566
11,49.0405,1.37048,1.73126,1.35571,0.84924,0.01695,0.03447,0.01591,2.39161,3.86306,2.38015,0.000912938,0.000912938,0.000912938
12,53.4966,1.35335,1.61144,1.31994,0.87068,0.05727,0.21099,0.05686,2.28479,3.81136,2.42578,0.000979216,0.000979216,0.000979216
13,57.9896,1.39021,1.68045,1.37855,0.71977,0.07627,0.10878,0.04661,2.04542,3.57328,2.06166,0.0010424,0.0010424,0.0010424
14,62.4782,1.36388,1.58233,1.35592,0.36578,0.22034,0.22573,0.11993,1.77497,3.19588,1.7902,0.00110249,0.00110249,0.00110249
15,66.995,1.33137,1.45097,1.3262,0.36874,0.24576,0.19161,0.09433,1.82629,3.10286,2.00743,0.00115949,0.00115949,0.00115949
16,71.5052,1.37304,1.47662,1.31489,0.31135,0.09322,0.08071,0.0431,2.26213,3.59936,2.35221,0.00121339,0.00121339,0.00121339
17,76.0231,1.35795,1.45818,1.30146,0.42363,0.29661,0.27906,0.12017,2.1637,2.84328,2.23435,0.0012642,0.0012642,0.0012642
18,80.5663,1.38694,1.41774,1.3792,0.12713,0.11017,0.07124,0.03301,2.25747,3.36193,2.09598,0.00131192,0.00131192,0.00131192
19,85.0907,1.33254,1.35753,1.31243,0.10809,0.20339,0.05876,0.02171,2.15898,4.82228,2.21528,0.00135654,0.00135654,0.00135654
20,89.644,1.33043,1.3254,1.2974,0.00886,0.11864,0.00693,0.00222,2.52868,5.856,2.64284,0.00139807,0.00139807,0.00139807
21,94.2452,1.31522,1.26201,1.28749,0.27368,0.23729,0.16127,0.06984,1.98994,3.93023,1.92015,0.00138125,0.00138125,0.00138125
22,98.7975,1.24965,1.21744,1.27465,0.13475,0.15254,0.05191,0.01428,2.34146,3.79313,2.54669,0.00135031,0.00135031,0.00135031
23,103.328,1.29607,1.218,1.29423,0.26407,0.08475,0.07909,0.03878,1.96998,4.38821,2.24562,0.00131938,0.00131938,0.00131938
24,107.928,1.31117,1.2232,1.28309,0.36047,0.23729,0.20481,0.10407,1.9099,2.90431,1.90686,0.00128844,0.00128844,0.00128844
25,112.501,1.29578,1.18036,1.28014,0.52346,0.38983,0.41178,0.21971,1.72658,2.29875,1.69401,0.0012575,0.0012575,0.0012575
26,117.148,1.28164,1.17424,1.27623,0.47251,0.27966,0.31082,0.15439,1.69611,2.45047,1.63819,0.00122656,0.00122656,0.00122656
27,121.656,1.24187,1.1208,1.25214,0.07595,0.09322,0.03457,0.01458,2.0563,3.60528,2.15435,0.00119562,0.00119562,0.00119562
28,126.274,1.23801,1.11006,1.27977,0.41339,0.18644,0.17176,0.06242,2.11438,3.20116,2.20235,0.00116469,0.00116469,0.00116469
29,130.936,1.26108,1.07013,1.29522,0.09359,0.13559,0.07837,0.03538,2.16184,4.53672,2.25277,0.00113375,0.00113375,0.00113375
30,135.647,1.21151,1.06281,1.25134,0.75262,0.37288,0.44877,0.25702,1.68995,2.34562,1.64738,0.00110281,0.00110281,0.00110281
31,140.329,1.22908,1.01742,1.23551,0.72928,0.5678,0.61867,0.34421,1.58137,1.59254,1.5647,0.00107187,0.00107187,0.00107187
32,144.903,1.17154,0.95905,1.22307,0.50012,0.55932,0.49372,0.25853,1.79899,1.80816,1.78948,0.00104094,0.00104094,0.00104094
33,149.459,1.23067,1.00983,1.25015,0.56603,0.50846,0.45861,0.22731,1.78401,1.85222,1.74175,0.00101,0.00101,0.00101
34,154.055,1.17222,0.97348,1.21104,0.70417,0.55932,0.61145,0.36627,1.53569,1.49189,1.50545,0.000979063,0.000979063,0.000979063
