epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
23,225.915,1.14942,0.91373,1.22144,0.7418,0.69106,0.73351,0.38611,1.54466,1.26624,1.55636,0.00131938,0.00131938,0.00131938
24,234.109,1.12427,0.85508,1.20559,0.54801,0.55285,0.5833,0.29268,1.73349,1.53668,1.62061,0.00128844,0.00128844,0.00128844
25,243.162,1.13323,0.83231,1.20898,0.66737,0.63617,0.65758,0.34704,1.70029,1.34393,1.58919,0.0012575,0.0012575,0.0012575
26,251.257,1.10923,0.81727,1.19874,0.6924,0.64228,0.6947,0.33836,1.72972,1.36056,1.59495,0.00122656,0.00122656,0.00122656
27,259.42,1.08752,0.78288,1.18227,0.81209,0.71545,0.78751,0.43048,1.57542,1.18532,1.49807,0.00119562,0.00119562,0.00119562
28,267.632,1.10095,0.7939,1.18889,0.65729,0.76423,0.7167,0.35402,1.78249,1.2829,1.66711,0.00116469,0.00116469,0.00116469
29,275.831,1.07923,0.78852,1.16164,0.71627,0.74797,0.74614,0.3696,1.71211,1.1542,1.6706,0.00113375,0.00113375,0.00113375
30,284.034,1.03601,0.73961,1.15039,0.7613,0.5964,0.70791,0.34561,1.67514,1.412,1.57534,0.00110281,0.00110281,0.00110281
31,292.251,1.04362,0.74261,1.15585,0.84607,0.63415,0.73415,0.38839,1.65945,1.17243,1.63585,0.00107187,0.00107187,0.00107187
32,300.462,1.00826,0.71827,1.12819,0.81128,0.66667,0.77621,0.40916,1.59059,1.14836,1.57609,0.00104094,0.00104094,0.00104094
33,308.678,0.9988,0.70033,1.12346,0.71489,0.71349,0.76177,0.3893,1.71096,1.19954,1.59926,0.00101,0.00101,0.00101
34,316.848,0.98481,0.69335,1.11434,0.88873,0.60976,0.74652,0.39205,1.5997,1.18595,1.52134,0.000979063,0.000979063,0.000979063
35,325.063,0.98922,0.68579,1.12824,0.7857,0.5935,0.70211,0.3685,1.55117,1.28822,1.5079,0.000948125,0.000948125,0.000948125
36,333.322,0.97027,0.67306,1.12205,0.68523,0.70794,0.72628,0.40508,1.56677,1.16595,1.55211,0.000917188,0.000917188,0.000917188
37,341.496,0.97337,0.64551,1.11054,0.81177,0.69919,0.75092,0.40747,1.61057,1.26974,1.47696,0.00088625,0.00088625,0.00088625
38,349.691,0.908,0.62811,1.07701,0.83262,0.76841,0.81348,0.43054,1.53058,1.0364,1.4949,0.000855313,0.000855313,0.000855313
39,357.945,0.93775,0.6426,1.09909,0.71765,0.6748,0.70152,0.38004,1.59893,1.2014,1.56065,0.000824375,0.000824375,0.000824375
40,366.14,0.90493,0.61215,1.08054,0.74493,0.72358,0.76878,0.42105,1.57546,1.07266,1.54745,0.000793437,0.000793437,0.000793437
41,374.309,0.88147,0.60197,1.05677,0.83523,0.71545,0.79276,0.42455,1.65889,1.05858,1.64011,0.0007625,0.0007625,0.0007625
42,382.685,0.89505,0.61924,1.06787,0.86119,0.70616,0.79941,0.42061,1.5748,1.04126,1.5927,0.000731563,0.000731563,0.000731563
43,390.805,0.87934,0.59833,1.0638,0.85228,0.74797,0.81695,0.45612,1.52906,0.98601,1.51151,0.000700625,0.000700625,0.000700625
44,399.709,0.87041,0.57969,1.06776,0.80491,0.74797,0.80973,0.45776,1.52686,0.9806,1.49345,0.000669688,0.000669688,0.000669688
45,407.871,0.84429,0.5658,1.03851,0.84848,0.78862,0.84448,0.47721,1.45067,1.011,1.44253,0.00063875,0.00063875,0.00063875
46,416.065,0.81742,0.54452,1.03479,0.84569,0.85366,0.84936,0.45392,1.55575,0.9431,1.53364,0.000607812,0.000607812,0.000607812
47,424.335,0.81054,0.52635,1.02474,0.86053,0.7561,0.81983,0.43808,1.51921,0.96976,1.52719,0.000576875,0.000576875,0.000576875
48,432.506,0.79542,0.52948,1.01693,0.74252,0.73171,0.79565,0.43968,1.58239,1.01678,1.56608,0.000545937,0.000545937,0.000545937
49,440.699,0.77782,0.52051,1.01662,0.73426,0.65041,0.70031,0.38475,1.61438,1.08768,1.57742,0.000515,0.000515,0.000515
50,448.878,0.76769,0.51106,1.01599,0.78298,0.64228,0.68435,0.36177,1.6971,1.12069,1.61083,0.000484063,0.000484063,0.000484063
51,457.052,0.7585,0.50686,1.00251,0.77862,0.65766,0.68904,0.36425,1.64571,1.1576,1.61001,0.000453125,0.000453125,0.000453125
52,465.156,0.7512,0.47776,1.00565,0.75459,0.73171,0.73673,0.4063,1.61478,1.00456,1.62277,0.000422187,0.000422187,0.000422187
53,474.04,0.74606,0.48157,0.99355,0.87684,0.75247,0.7994,0.43384,1.57657,0.94246,1.56166,0.00039125,0.00039125,0.00039125
54,482.17,0.7303,0.48453,0.99718,0.8058,0.73171,0.76914,0.40062,1.63754,1.02577,1.63379,0.000360313,0.000360313,0.000360313
55,492.714,0.71104,0.44151,0.96108,0.77253,0.58537,0.64863,0.3429,1.62302,1.32624,1.63351,0.000329375,0.000329375,0.000329375
56,500.719,0.63461,0.38851,0.91943,0.82295,0.75581,0.78841,0.42227,1.56598,1.01772,1.59441,0.000298438,0.000298438,0.000298438
57,508.791,0.59772,0.35949,0.90009,0.79624,0.77236,0.78753,0.42844,1.59298,1.01111,1.61982,0.0002675,0.0002675,0.0002675
58,516.954,0.5953,0.35256,0.9018,0.79369,0.81322,0.82186,0.44511,1.61802,0.95235,1.66427,0.000236562,0.000236562,0.000236562
59,525.136,0.57442,0.34878,0.88915,0.87653,0.78862,0.84691,0.45177,1.56658,0.9422,1.59534,0.000205625,0.000205625,0.000205625
60,533.298,0.56208,0.34229,0.88127,0.83605,0.81301,0.83351,0.47406,1.50434,0.90171,1.52651,0.000174688,0.000174688,0.000174688
61,541.88,0.52921,0.32384,0.86931,0.87171,0.80488,0.84059,0.48868,1.53019,0.87485,1.57174,0.00014375,0.00014375,0.00014375
62,550.041,0.5325,0.32225,0.87785,0.83336,0.80488,0.83049,0.48316,1.56085,0.88091,1.63367,0.000112812,0.000112812,0.000112812
63,558.171,0.51877,0.32336,0.87049,0.85721,0.78862,0.82936,0.48098,1.58275,0.86685,1.63283,8.1875e-05,8.1875e-05,8.1875e-05
64,566.325,0.50792,0.3118,0.86681,0.8656,0.78545,0.8322,0.48086,1.55435,0.84986,1.61034,5.09375e-05,5.09375e-05,5.09375e-05
